anio,diaSemana,codificacion_linea,codificacion_estacion,codificacion_mes,afluencia
2019,2,9,142,1,7116
2023,7,5,61,1,8561
2013,4,7,45,1,8448
2015,3,9,136,2,9572
2021,1,5,89,8,16244
2010,2,2,36,11,99267
2021,6,4,70,2,1027
2012,6,9,74,4,13176
2019,7,1,7,7,12868
2023,4,4,71,3,7839
2015,5,2,32,6,31251
2011,7,10,11,11,34568
2011,6,4,69,3,6975
2016,3,8,123,1,13574
2012,2,12,182,10,0
2021,5,8,119,10,6202
2023,4,8,6,4,26557
2012,6,1,14,12,15662
2023,2,7,45,7,8196
2022,5,8,121,10,29551
2010,3,2,39,12,100253
2018,3,9,142,5,8922
2014,6,3,56,2,7201
2015,4,11,20,12,14840
2021,2,10,151,1,31246
2019,3,2,42,3,27503
2010,1,12,182,2,0
2011,5,7,102,10,10811
2010,2,8,129,2,19239
2011,1,9,32,7,16571
2024,7,11,54,4,3956
2011,3,3,62,2,25736
2020,2,6,92,12,4764
2019,1,2,34,2,37155
2015,1,2,30,6,16760
2012,3,8,130,5,26199
2021,7,7,108,1,2025
2011,2,5,80,9,5885
2014,6,7,110,4,16816
2019,2,12,179,7,3791
2012,1,4,69,4,7011
2023,2,1,1,3,0
2020,5,9,140,5,6395
2018,5,3,64,9,26368
2018,1,6,85,11,1898
2018,5,10,150,8,24716
2022,1,8,116,3,8487
2024,4,3,65,4,21314
2018,4,3,62,7,25489
2019,3,2,26,9,44472
2022,3,4,68,10,8435
2012,4,6,93,12,41829
2014,2,3,67,4,20753
2014,1,2,32,6,29221
2013,7,12,183,3,4261
2017,1,8,6,1,18536
2019,5,2,42,6,28144
2014,3,3,60,4,31756
2012,7,7,103,4,4558
2022,2,8,32,7,3030
2013,5,11,175,5,7189
2015,7,4,68,2,5216
2024,3,10,153,7,27419
2016,7,2,31,11,10847
2024,2,8,123,1,13057
2018,2,1,20,3,28968
2014,4,7,8,2,7807
2010,3,2,39,10,93961
2015,5,4,75,9,28116
2014,2,12,110,2,15712
2014,2,2,30,4,19183
2020,3,8,32,7,2003
2023,2,1,6,7,0
2022,3,7,93,11,30215
2021,2,12,191,10,0
2013,7,1,8,6,36156
2021,4,2,32,12,25104
2015,3,2,39,10,65452
2022,2,6,92,12,11628
2017,4,2,25,4,8187
2011,5,7,103,11,11986
2019,5,4,68,11,6919
2014,1,8,118,4,10710
2023,1,2,39,2,41343
2010,2,1,16,12,64974
2018,4,12,194,7,11542
2011,5,5,82,8,8934
2013,6,7,112,5,23890
2019,6,3,7,7,3540
2010,1,11,168,12,40117
2019,6,1,2,4,19463
2019,7,11,167,2,18714
2013,2,9,8,12,33953
2016,6,9,146,8,10058
2015,3,11,54,11,5583
2014,6,7,105,1,24271
2023,1,8,123,12,12589
2014,2,1,4,9,32115
2023,6,7,8,4,5044
2020,1,12,192,6,4727
2013,5,3,66,6,21967
2020,3,8,131,8,12501
2012,1,9,140,11,16438
2022,2,8,127,7,9420
2024,6,3,62,1,14318
2010,3,7,110,11,23670
2015,7,3,54,11,9269
2016,2,11,172,1,9813
2015,2,12,196,3,10255
2010,7,10,149,9,8373
2013,6,9,11,12,48471
2012,6,12,179,8,0
2021,7,1,2,2,2638
2015,6,3,63,8,33686
2017,4,1,9,2,71537
2018,2,9,136,10,9861
2012,2,12,198,9,0
2014,6,2,4,7,30053
2023,7,8,119,7,4149
2016,3,2,33,2,21563
2021,5,9,137,9,30968
2019,2,1,14,8,13427
2016,1,1,4,1,32515
2015,4,4,77,9,7398
2022,2,3,59,8,67733
2014,5,5,79,5,9010
2012,3,1,11,2,51900
2017,4,2,25,5,21180
2022,3,2,43,6,14696
2015,5,1,3,11,28981
2014,2,12,187,6,0
2023,2,12,192,8,11301
2015,6,1,13,12,10375
2019,6,1,2,4,10020
2024,2,5,78,4,21956
2014,7,1,13,6,9941
2014,7,9,58,9,7047
2023,3,8,133,2,31807
2017,7,6,92,2,20093
2021,1,5,80,11,4206
2024,7,7,112,4,14672
2020,2,1,16,2,48750
2020,3,2,39,11,0
2023,2,12,188,3,0
2024,3,7,45,5,8295
2011,5,6,99,7,7006
2015,6,6,98,2,6816
2013,3,3,7,2,10378
2016,3,9,142,11,7888
2021,7,7,114,10,6308
2023,4,5,82,4,5922
2012,7,2,29,8,13632
2020,3,11,177,4,2318
2019,3,6,92,3,13475
2021,2,5,87,2,1814
2021,6,6,92,9,7762
2016,4,2,33,6,21962
2023,3,5,76,4,4213
2019,3,5,76,11,5918
2018,5,7,113,9,20743
2020,4,8,130,11,10928
2014,7,8,6,5,11075
2023,1,4,68,2,4277
2022,1,11,173,3,9380
2019,1,12,180,8,43123
2016,6,12,182,8,10233
2017,2,2,34,2,29898
2023,5,10,150,5,19797
2012,4,7,110,8,28547
2017,1,4,15,9,0
2017,6,8,32,3,3435
2023,3,9,11,12,0
2012,6,6,97,9,4576
2016,6,7,110,7,22764
2014,4,4,75,8,26038
2011,3,3,47,12,37637
2023,7,9,32,9,3947
2016,7,3,42,2,16515
2018,6,3,61,6,24036
2011,6,2,28,7,20464
2019,3,9,141,2,33979
2023,7,12,183,1,0
2021,3,1,13,11,26314
2010,6,1,4,12,59797
2018,2,5,11,7,108955
2021,7,8,119,10,5024
2012,2,1,1,8,50738
2021,2,2,44,8,44946
2010,4,9,11,11,125366
2018,6,9,136,8,14714
2014,2,4,68,5,11055
2019,5,9,136,11,9510
2023,7,1,11,2,0
2023,5,10,150,11,23936
2013,3,8,124,6,25263
2010,7,9,8,3,24690
2016,7,3,63,10,23731
2012,6,11,54,6,5024
2012,5,11,124,6,6175
2012,1,2,28,2,30772
2013,5,10,154,3,10744
2020,2,3,47,1,34166
2013,4,6,97,6,8899
2013,2,8,32,5,4050
2020,7,1,13,8,5599
2020,4,5,80,6,0
2023,5,8,34,7,21312
2022,1,5,89,2,23884
2014,4,1,7,1,31574
2015,5,7,107,7,16537
2022,2,9,137,2,35083
2023,3,9,74,5,10520
2016,4,12,188,5,14384
2012,2,10,150,2,27803
2024,6,6,98,6,4550
2015,1,7,105,2,42029
2018,2,5,61,12,4795
2020,5,4,76,2,5117
2013,2,6,92,7,15666
2021,4,10,11,7,24809
2023,6,5,80,11,4119
2014,2,9,58,6,15975
2022,5,2,37,2,10147
2015,3,9,32,7,14260
2022,5,11,173,4,9596
2018,1,8,116,10,11131
2011,3,4,70,8,2244
2015,1,2,31,10,22899
2011,4,3,66,5,25372
2015,1,8,70,6,7141
2012,6,12,196,10,0
2024,5,3,57,4,46328
2010,7,7,102,11,3547
2016,7,11,73,6,3807
2015,1,3,48,10,23503
2011,7,6,92,8,14961
2016,3,7,109,7,14561
2018,3,3,50,11,119852
2020,4,2,36,5,39282
2013,7,11,165,2,15519
2021,6,2,30,9,10648
2020,1,1,3,5,5367
2012,2,3,62,1,26149
2011,7,9,11,10,35318
2011,5,3,50,7,97026
2022,4,3,53,11,34443
2021,7,4,69,1,1785
2013,3,7,108,5,17151
2019,6,3,60,9,20285
2010,2,11,84,12,12210
2024,6,12,181,6,11518
2021,7,8,134,10,41610
2018,5,12,181,7,15642
2018,4,12,187,12,24856
2019,6,1,7,6,26802
2018,7,7,8,12,3971
2018,1,12,194,12,5804
2012,5,8,134,12,84386
2015,5,1,14,4,15301
2023,1,8,118,12,4662
2021,2,1,14,9,8046
2024,6,12,189,3,15103
2015,6,2,43,8,14103
2015,7,8,128,1,6534
2018,5,5,89,6,45456
2010,7,2,42,4,14776
2021,2,2,34,8,11981
2013,1,12,181,8,13035
2015,7,11,73,3,3283
2024,5,10,153,5,33528
2022,3,1,17,11,29397
2019,2,3,58,5,22210
2014,4,4,71,10,9076
2013,1,9,137,1,38045
2017,3,1,3,4,23298
2022,3,11,166,11,19119
2014,3,12,179,2,2454
2023,3,3,63,1,26860
2015,4,7,93,11,44032
2020,5,7,107,8,6486
2012,1,9,140,12,14653
2022,2,3,52,8,12672
2023,4,3,67,8,16578
2017,7,11,165,10,15552
2024,3,3,53,3,30911
2015,4,2,36,8,119590
2018,7,8,124,12,15241
2017,1,8,130,2,23406
2022,2,3,60,8,26760
2022,1,7,8,1,3433
2016,7,2,43,11,11275
2014,3,4,71,5,6477
2016,4,8,127,5,11775
2016,6,3,57,8,28598
2014,7,8,6,9,15279
2022,6,8,133,1,13860
2017,6,12,198,3,13047
2023,4,3,61,4,29038
2024,2,9,8,7,58569
2023,3,7,112,1,30006
2020,1,2,25,6,4417
2018,3,5,84,5,10465
2011,7,12,198,3,0
2010,4,11,54,1,3168
2012,3,6,98,5,8019
2011,2,9,141,5,39529
2020,4,2,42,4,5318
2014,2,1,3,6,27735
2015,3,10,155,7,0
2023,4,2,42,3,31613
2021,7,5,78,12,19885
2015,4,9,146,5,13600
2020,3,11,124,1,7992
2011,6,6,99,3,5802
2023,7,6,94,2,6125
2014,1,8,131,3,19490
2023,1,8,128,9,11264
2012,3,1,4,4,29317
2023,5,12,194,1,6508
2011,5,2,43,9,27212
2023,1,12,192,2,2880
2023,3,2,27,5,16437
2022,7,5,89,7,10254
2012,3,1,7,2,26999
2018,3,9,143,10,21613
2020,3,1,17,7,25716
2024,7,3,67,1,8604
2014,7,7,45,8,5643
2019,5,5,11,7,88401
2022,6,2,37,5,9151
2023,4,10,150,6,19157
2011,5,12,196,7,0
2020,6,3,65,9,5993
2024,4,12,179,2,3838
2011,2,2,39,3,58424
2011,7,2,40,10,16058
2012,5,5,76,6,4000
2023,5,6,94,1,19684
2017,6,12,110,2,10059
2014,1,3,7,7,7806
2020,4,8,118,12,11343
2019,2,3,50,12,76327
2015,7,9,8,7,24343
2010,6,11,158,2,41419
2022,5,3,62,10,18503
2012,4,9,141,11,41892
2021,3,1,18,11,7693
2015,5,4,74,2,9615
2021,4,8,126,11,12388
2014,3,11,84,1,13061
2014,7,2,26,10,18044
2018,5,2,30,8,19894
2017,6,8,121,4,31962
2020,2,5,82,4,2338
2014,4,4,75,1,24852
2010,7,8,127,4,7125
2017,4,11,124,9,0
2015,6,9,8,5,38093
2011,5,5,80,10,6726
2011,3,2,25,11,25596
2020,4,5,87,6,1739
2018,5,3,60,12,32295
2013,5,11,73,2,4668
2017,2,2,45,1,39476
2021,4,9,136,1,3330
2010,3,3,7,3,10829
2022,7,1,10,10,21405
2021,7,11,158,1,14112
2014,4,3,57,2,59732
2012,3,11,173,4,16910
2018,7,5,85,8,3004
2018,6,12,194,3,8307
2012,2,8,126,6,20069
2017,7,11,172,9,0
2016,5,12,191,4,44842
2022,1,5,76,2,1080
2010,6,12,192,10,0
2023,2,1,3,10,0
2019,5,8,119,12,6625
2015,5,1,4,7,37773
2022,4,9,11,3,49209
2020,7,7,102,11,1580
2014,7,6,97,5,1525
2023,4,5,84,7,8217
2023,5,7,109,8,8725
2023,3,9,142,10,7740
2012,5,2,42,8,32764
2014,3,3,64,7,16642
2019,5,2,31,1,29468
2011,3,8,127,4,10821
2010,1,5,11,11,84038
2018,6,6,85,12,1896
2018,6,1,16,9,66138
2016,7,3,47,8,13268
2020,4,8,131,7,10480
2024,5,9,74,5,9494
2019,2,12,189,10,21348
2022,2,1,2,2,23449
2021,6,12,189,8,0
2022,6,8,129,11,17126
2010,3,12,191,9,0
2023,2,2,26,8,31865
2022,3,10,150,3,17503
2021,4,7,107,10,10250
2011,6,11,165,9,22151
2021,4,6,53,2,582
2016,2,2,24,3,32768
2017,7,1,9,4,51523
2017,4,5,85,2,8385
2024,3,1,16,7,26444
2019,2,1,9,5,71449
2010,4,9,136,9,13407
2022,7,12,129,7,0
2023,7,11,165,11,11270
2018,5,5,79,3,3379
2012,2,9,32,11,14440
2022,6,7,93,7,17308
2023,3,8,116,8,10337
2018,7,12,183,7,8118
2014,3,3,50,1,147511
2014,7,9,146,9,8253
2016,7,9,32,10,6853
2022,7,12,184,11,0
2024,3,8,123,1,14468
2021,5,6,93,8,7878
2018,3,4,75,4,25290
2015,1,1,2,4,27396
2018,3,7,109,2,19331
2020,7,10,149,11,4747
2016,2,1,5,11,39334
2021,6,9,143,11,14554
2012,3,8,130,10,27333
2011,6,7,113,9,15893
2012,6,6,94,7,12479
2023,4,12,192,5,10188
2022,6,10,148,1,10047
2023,6,11,169,12,18682
2019,7,12,187,1,12862
2023,4,6,93,3,17971
2011,3,6,75,10,31965
2020,1,11,162,7,7059
2015,4,3,58,6,24263
2020,5,4,77,6,1637
2017,1,6,93,1,16199
2020,3,2,25,9,6897
2014,3,12,194,7,7370
2013,3,11,73,3,4850
2019,3,8,6,3,16791
2011,7,6,85,1,1121
2024,7,11,167,3,7948
2011,1,3,62,12,25528
2020,3,5,76,7,3134
2022,2,8,127,9,11249
2015,5,1,10,4,49041
2023,6,2,45,8,28460
2019,7,2,39,9,30880
2013,3,7,105,12,52971
2020,1,2,22,8,3072
2018,5,9,142,6,6943
2024,2,5,87,4,4449
2024,4,11,73,1,5226
2020,7,3,62,3,6844
2013,2,8,124,9,20717
2010,1,5,85,4,6095
2012,1,8,126,8,22236
2015,2,2,32,12,25931
2020,3,1,19,11,13246
2013,1,6,85,6,4407
2011,6,8,128,12,9597
2013,7,6,98,4,2185
2014,3,1,10,3,56153
2023,6,6,98,6,8607
2016,1,3,60,12,17659
2012,5,6,98,10,8673
2016,6,1,19,4,18170
2012,7,1,10,2,45581
2022,5,8,117,9,25764
2020,3,3,65,9,7577
2012,3,7,113,12,15357
2014,6,10,150,10,20095
2022,5,8,6,10,28738
2015,5,3,47,5,20591
2020,6,12,189,9,13559
2019,2,6,99,6,5066
2023,2,11,175,2,4058
2024,2,3,7,1,15839
2011,5,2,23,12,33425
2016,4,2,31,12,33166
2013,1,11,174,2,18733
2012,6,11,124,4,10135
2011,2,10,153,7,17941
2014,2,11,161,9,30648
2014,6,8,133,2,19547
2020,6,12,194,1,9134
2020,6,2,32,9,16902
2016,4,3,58,9,25665
2016,6,3,67,1,10920
2011,5,7,93,10,25263
2012,1,12,186,8,0
2019,1,8,123,12,9810
2024,2,12,189,7,19052
2016,1,12,181,4,13489
2010,3,9,143,9,29359
2019,2,2,31,2,27142
2014,3,5,89,10,36240
2021,7,1,5,8,15188
2017,4,12,49,2,15338
2015,7,4,73,5,5929
2024,4,7,107,7,11767
2018,2,12,188,8,20357
2015,5,3,62,4,28187
2010,4,6,100,9,3131
2023,1,12,129,7,10802
2015,5,8,127,7,9698
2018,3,4,68,10,8709
2023,7,1,8,5,13396
2010,4,10,11,1,84172
2019,3,3,53,3,37701
2021,4,11,158,10,36981
2016,2,3,50,11,137357
2019,5,10,156,1,17096
2013,1,5,85,5,7422
2022,5,10,152,3,16442
2016,5,2,34,11,36525
2022,5,1,12,2,12625
2013,7,11,167,6,14393
2011,1,2,29,7,30857
2015,7,12,186,7,0
2011,6,11,124,5,10628
2024,1,3,66,4,13588
2018,2,3,65,10,22460
2021,7,4,74,10,3714
2020,4,3,50,12,78111
2013,7,1,2,4,7321
2019,7,1,9,1,48850
2013,5,11,168,3,38833
2012,6,9,136,7,10295
2014,5,3,60,3,33833
2017,2,5,79,3,8996
2011,4,11,172,3,12140
2013,4,8,134,5,74680
2023,7,3,67,3,9784
2020,6,11,170,7,13961
2020,5,9,137,4,15030
2019,1,2,38,7,28483
2014,7,7,93,1,17838
2012,7,12,198,11,4602
2011,3,4,73,7,7855
2010,2,12,188,3,0
2016,5,8,34,2,22787
2018,6,6,85,4,3043
2024,6,2,31,4,13913
2012,5,5,89,12,26713
2010,4,6,53,2,1764
2012,2,12,188,9,0
2023,1,6,53,8,1323
2022,5,8,70,10,5037
2016,7,5,89,2,19459
2016,4,1,16,11,51908
2016,7,4,74,9,4214
2010,7,8,123,10,4961
2016,2,2,31,2,30917
2024,5,9,137,2,40352
2012,1,8,130,11,16065
2017,7,11,167,2,14320
2014,7,7,114,5,7828
2024,3,11,162,5,14831
2016,7,11,174,9,12472
2017,2,3,63,4,42651
2020,7,9,140,3,6803
2016,3,11,170,7,29506
2018,3,9,74,10,14442
2011,3,4,75,12,25515
2010,5,6,100,12,7218
2016,6,12,188,4,12114
2023,3,3,42,9,12833
2012,4,8,127,6,14932
2014,2,12,180,7,27376
2020,3,6,75,6,11765
2014,7,9,58,1,7126
2015,7,2,24,10,13899
2014,5,7,102,10,12883
2016,1,3,66,10,22120
2014,2,2,24,6,24750
2023,2,3,58,11,15561
2022,3,6,53,12,1369
2014,5,12,188,2,16714
2020,7,2,44,8,25613
2018,4,12,196,4,14593
2017,3,11,84,5,10536
2019,5,11,175,3,7606
2014,2,5,85,2,8521
2023,5,10,148,5,14217
2011,1,5,80,10,7584
2016,1,7,108,8,16569
2010,1,9,74,9,11219
2024,3,2,37,6,12278
2013,2,12,49,2,10772
2024,6,8,130,5,17989
2010,2,2,43,11,14460
2017,7,8,6,4,10355
2012,7,11,170,7,19528
2011,6,3,48,2,18569
2015,1,6,94,12,15144
2010,6,9,8,2,54243
2018,3,1,12,9,20247
2016,1,11,166,2,28283
2019,7,8,121,1,17871
2016,2,12,192,10,14465
2013,3,5,85,12,7647
2012,2,7,45,10,9220
2018,5,10,153,9,26076
2014,6,1,15,3,27692
2019,4,1,19,9,31112
2023,3,1,5,10,0
2018,5,12,196,5,13620
2014,4,7,113,2,21182
2018,7,3,66,11,11918
2016,5,1,19,4,30671
2011,1,11,172,7,13251
2020,5,12,188,10,12332
2019,3,12,196,9,14700
2010,6,9,74,2,13514
2012,4,3,61,4,35789
2013,5,8,34,4,25676
2016,1,3,53,2,42579
2021,6,5,85,11,3459
2012,5,12,196,4,0
2019,2,3,63,1,37288
2023,1,6,101,1,18338
2014,5,1,19,10,32211
2023,1,1,20,8,0
2023,2,2,28,4,14657
2018,7,9,140,4,5756
2022,6,2,44,2,49028
2019,5,10,150,11,29689
2020,3,7,45,2,9378
2015,5,6,99,9,7400
2016,6,3,47,1,13382
2022,4,2,28,3,15519
2023,2,12,110,10,13845
2018,1,8,118,10,9727
2014,4,7,112,1,43075
2016,7,12,190,1,14072
2011,7,1,17,10,25435
2015,7,2,25,10,7504
2020,7,7,103,3,9198
2020,7,2,32,9,7921
2024,5,1,3,6,14879
2012,7,8,32,7,3036
2022,4,5,76,4,4424
2015,7,11,177,11,3641
2011,1,10,148,1,25891
2015,4,9,11,4,101248
2014,6,12,183,5,0
2020,4,10,150,4,7454
2023,3,3,50,6,97955
2021,5,10,150,8,10188
2023,5,8,129,5,15931
2016,1,12,190,12,24439
2019,7,1,4,1,20475
2013,6,1,2,7,17883
2010,2,6,100,3,7233
2011,3,9,137,5,49243
2015,3,9,143,4,24149
2017,2,6,92,1,18545
2014,1,12,180,6,25473
2020,3,11,170,10,14576
2022,3,3,53,7,24990
2020,1,7,93,6,13616
2010,1,1,14,3,15949
2023,1,5,86,9,20295
2012,2,5,76,12,6088
2013,6,6,98,8,6247
2020,6,2,37,9,5732
2013,4,7,114,4,18693
2012,3,7,105,10,33085
2022,5,5,89,9,24104
2015,1,1,16,5,48068
2018,5,12,187,6,23468
2011,2,12,110,1,0
2019,2,11,175,4,6497
2022,5,6,99,10,5573
2021,4,12,194,1,7220
2013,7,11,175,1,7721
2024,6,9,143,1,13679
2020,2,1,5,8,16944
2012,1,4,15,8,6784
2018,1,8,129,9,18425
2011,7,2,32,10,17475
2010,6,12,188,10,0
2010,7,11,167,11,13986
2011,5,3,52,11,27658
2013,2,9,74,8,14945
2021,2,1,12,9,26478
2022,2,8,117,11,29052
2011,5,12,183,4,0
2014,5,12,190,9,0
2020,5,9,74,4,7685
2011,1,8,123,3,21991
2023,5,11,161,3,20711
2011,3,12,196,12,0
2023,1,8,127,4,10212
2012,4,12,110,12,5000
2011,3,9,137,1,44741
2010,3,7,107,9,12593
2011,6,11,164,3,26216
2018,7,8,121,3,13398
2023,2,4,76,8,3362
2012,6,12,191,4,0
2012,5,1,18,5,26860
2022,6,7,105,3,18632
2010,6,12,182,2,0
2022,7,1,8,2,12151
2018,7,12,190,3,16328
2016,7,4,76,9,2674
2018,3,7,112,3,44822
2022,2,3,47,12,15385
2023,4,11,164,1,19293
2015,4,3,62,7,25414
2017,3,9,32,2,11804
2011,2,8,134,7,87314
2018,2,9,32,11,14869
2018,1,12,180,8,39819
2012,1,12,187,9,0
2016,4,3,67,6,24460
2014,3,6,97,4,7708
2012,4,1,20,11,25845
2021,4,1,18,9,6879
2010,6,10,149,2,6741
2020,1,2,26,11,10419
2011,6,2,45,6,42388
2024,6,10,148,7,9848
2022,2,4,71,4,6847
2024,4,2,39,5,47093
2022,1,6,100,4,5765
2013,2,6,93,12,22564
2019,2,3,42,5,18048
2018,2,12,179,10,3598
2019,6,11,124,10,6162
2023,3,1,4,11,13485
2018,6,11,167,8,19765
2010,6,2,28,10,16280
2010,2,12,49,3,0
2019,1,10,155,3,31891
2014,1,11,158,5,49387
2024,4,1,13,6,0
2023,1,7,114,1,12008
2022,3,11,84,8,9665
2018,4,2,40,11,26907
2013,4,10,153,12,17673
2018,3,2,35,10,22637
2010,3,6,85,4,3866
2018,3,8,118,3,17742
2019,5,6,100,4,6560
2022,4,6,93,5,14071
2013,3,3,50,1,145191
2022,4,8,116,6,9306
2020,6,3,48,5,3586
2011,2,10,156,10,27226
2024,3,7,107,5,13156
2021,6,11,174,8,7618
2015,7,2,4,4,25179
2014,3,3,67,3,27479
2018,3,3,64,10,21079
2015,2,2,39,1,65550
2023,2,10,148,10,14507
2019,5,2,36,1,113501
2023,2,11,164,7,16576
2024,7,2,33,3,7314
2023,3,1,17,1,29139
2023,7,9,142,2,4091
2015,2,4,15,10,9592
2017,3,12,182,3,16296
2014,6,11,164,5,25105
2018,1,7,110,8,24536
2014,2,10,11,2,99603
2011,1,4,70,3,1299
2021,3,4,15,1,3910
2015,4,11,20,11,16756
2021,1,3,52,10,11084
2018,5,1,7,6,19639
2010,2,11,158,2,54371
2023,3,5,83,7,7480
2011,4,1,16,5,36734
2022,5,9,136,6,6905
2019,4,12,110,8,20164
2022,5,11,167,2,17303
2014,6,11,161,1,21473
2017,5,3,7,2,11489
2019,5,10,154,7,13057
2015,1,3,58,9,22167
2020,2,2,36,5,35389
2015,6,3,57,1,30070
2023,4,8,127,6,9662
2024,1,1,5,7,13574
2018,3,6,94,11,33008
2024,7,2,29,3,10628
2011,1,4,70,4,2492
2011,5,11,165,4,27692
2016,4,4,73,6,7971
2015,4,8,117,7,23605
2015,7,12,187,3,0
2012,3,6,53,10,5972
2015,3,10,154,8,10455
2020,5,1,1,5,13228
2012,3,3,7,9,23531
2011,5,11,20,11,18537
2022,3,7,114,9,19231
2022,1,8,128,3,5309
2021,7,6,99,10,2511
2021,3,3,66,2,4794
2017,7,8,130,2,11140
2020,1,7,102,7,1902
2010,1,1,8,3,33744
2015,6,11,165,5,20759
2014,7,10,148,3,7839
2010,5,4,76,9,4747
2016,6,3,54,3,12076
2023,2,12,198,2,12021
2012,6,12,186,3,0
2022,3,3,58,5,14728
2023,2,3,50,6,100929
2013,4,8,123,1,13725
2024,7,2,32,2,10311
2014,6,2,35,9,18053
2023,7,8,121,5,9685
2017,7,8,119,1,4548
2024,5,3,54,5,7490
2020,4,1,19,5,5883
2016,4,3,59,12,90371
2016,6,8,127,2,8216
2010,2,5,76,2,4975
2023,5,3,52,4,16200
2019,5,1,9,5,78425
2013,2,7,8,7,6468
2019,5,3,59,8,108395
2011,6,7,105,6,34177
2019,7,2,30,12,8622
2020,7,11,164,11,13125
2014,1,2,22,7,9703
2018,7,10,153,12,14857
2019,6,2,44,1,74409
2018,5,5,61,5,11568
2012,3,1,3,6,56529
2015,7,12,198,11,4629
2011,6,2,33,10,23730
2023,2,12,190,2,0
2022,1,8,121,1,18325
2015,1,8,121,9,27348
2022,6,12,196,4,0
2014,5,4,69,6,7458
2012,6,7,113,1,13980
2012,1,8,129,10,21088
2015,3,2,45,8,40966
2012,2,5,78,1,23382
2011,5,1,11,4,43031
2016,4,7,114,6,28806
2023,6,11,166,1,20998
2012,3,6,100,11,7750
2015,7,1,2,8,9038
2011,6,7,93,11,21815
2013,2,3,63,7,38653
2016,2,11,169,11,29640
2020,4,11,166,4,4238
2016,4,1,13,1,40598
2012,6,2,22,2,10053
2016,5,7,109,2,17376
2010,7,1,18,9,4085
2011,7,3,54,11,10332
2020,3,12,187,9,15659
2015,6,11,84,3,10694
2015,3,12,180,11,28216
2014,5,9,137,4,39722
2010,5,8,128,10,15544
2019,2,3,67,2,20467
2012,7,12,187,4,0
2012,2,8,130,2,32590
2012,6,2,32,2,26238
2011,1,5,87,10,7244
2013,1,12,181,5,10381
2012,1,12,184,3,0
2012,6,1,12,6,29591
2016,3,1,18,3,243
2019,2,12,194,11,14939
2013,3,11,174,4,19103
2011,6,9,143,9,21583
2019,4,5,80,3,5138
2020,3,11,124,7,2708
2015,6,1,11,10,48403
2022,6,12,184,10,0
2011,3,4,68,10,9369
2022,4,6,98,4,9531
2012,6,1,5,6,38190
2015,7,1,1,1,32624
2021,1,6,98,11,6905
2018,3,1,16,10,56094
2011,2,2,38,2,42553
2024,3,8,121,3,22690
2012,7,2,24,7,14600
2021,5,12,186,12,0
2010,7,7,112,3,10252
2010,4,12,191,10,0
2014,1,1,20,3,38970
2017,4,1,6,4,24281
2018,5,1,17,6,67664
2020,2,2,35,2,23602
2014,7,1,5,3,28237
2019,1,2,31,10,20529
2022,6,12,183,7,0
2014,3,10,155,1,27777
2011,7,8,134,5,62308
2013,7,6,93,7,9195
2016,2,12,190,12,28560
2014,6,1,16,3,68348
2014,4,5,78,7,20601
2016,7,5,82,10,4444
2022,2,7,105,7,28262
2010,6,8,34,11,29373
2012,4,6,85,10,6487
2021,6,10,148,7,9163
2012,1,12,194,10,0
2018,6,3,53,2,29026
2017,7,10,11,4,60388
2011,1,2,40,1,31732
2020,6,11,172,11,6271
2012,3,5,76,6,5972
2013,6,4,70,2,4191
2018,3,2,32,6,36976
2015,3,5,82,11,8099
2024,6,2,30,6,11064
2011,2,5,80,10,6567
2016,5,7,107,4,16172
2023,5,8,34,4,20603
2021,4,12,198,9,0
2016,7,5,79,5,5821
2013,1,10,149,8,15891
2014,7,7,113,7,7609
2010,4,2,33,3,23231
2014,5,8,117,6,19263
2016,5,2,27,8,24183
2010,6,12,188,2,0
2020,5,9,142,6,1854
2020,1,9,8,9,26718
2023,3,4,70,3,1870
2011,3,3,58,3,27697
2023,3,2,38,11,24811
2011,5,6,98,4,9430
2010,6,3,58,2,17950
2019,3,1,8,11,32870
2019,6,2,39,11,74525
2021,3,9,143,1,8982
2016,5,6,93,10,20112
2015,1,11,73,8,4585
2011,7,5,80,4,2590
2022,5,11,175,6,3879
2019,7,10,155,12,19444
2011,7,6,98,1,1517
2024,3,4,70,3,2160
2020,1,4,74,11,4872
2021,1,11,163,2,25777
2021,7,2,44,11,39714
2015,3,2,33,9,23826
2012,5,7,109,5,18803
2023,3,8,129,3,14149
2023,2,8,133,1,22721
2015,3,4,15,4,8591
2020,6,8,134,7,37582
2023,1,11,165,10,17172
2024,3,7,110,5,20425
2014,5,1,2,1,31328
2014,4,8,129,2,15518
2024,5,1,1,7,21415
2014,4,2,42,5,41345
2019,2,9,141,4,36742
2023,1,2,44,2,35773
2014,5,11,169,9,32431
2023,1,11,172,12,16563
2016,3,2,33,8,21368
2024,6,7,112,5,21251
2020,6,10,148,9,7376
2013,7,8,128,8,6547
2018,4,3,54,6,10067
2024,5,6,75,3,8681
2010,1,2,31,3,6403
2020,5,1,9,1,81140
2012,1,2,37,1,16244
2017,2,8,130,5,23535
2022,6,1,13,9,9466
2018,4,3,64,4,28100
2024,5,2,37,4,12670
2022,6,12,129,1,0
2010,5,5,89,3,41911
2022,3,12,110,5,0
2015,2,8,32,7,4227
2019,6,3,56,1,13101
2018,7,2,33,9,9980
2022,2,9,136,5,5162
2022,7,6,85,4,942
2016,2,9,32,8,13624
2024,6,7,109,7,9311
